id,latitude,longitude
38928,5.06920960,-75.50730240
38929,5.06920960,-75.50730240
38931,5.06920960,-75.50730240
38932,5.06920960,-75.50730240
38935,5.06920960,-75.50730240
38946,5.06920960,-75.50730240
38940,5.06920960,-75.50730240
38936,5.06920960,-75.50730240
38937,5.06920960,-75.50730240
38938,5.06920960,-75.50730240
38941,5.06920960,-75.50730240
38943,5.06920960,-75.50730240
38944,5.06920960,-75.50730240
38945,5.06920960,-75.50730240
38947,5.06920960,-75.50730240
38948,5.06920960,-75.50730240
38952,5.06920960,-75.50730240
38949,5.06920960,-75.50730240
38950,5.05920960,-75.48946160
38957,5.06920960,-75.50730240
38953,5.06920960,-75.50730240
38955,5.06920960,-75.50730240
38956,5.06920960,-75.50730240
38959,5.06920960,-75.50730240
38958,5.06920960,-75.50730240
38960,5.06920960,-75.50730240
38965,5.06920960,-75.50730240
38962,5.06920960,-75.50730240
38963,5.06920960,-75.50730240
38964,5.06920960,-75.50730240
38981,5.06920960,-75.50730240
38966,5.06920960,-75.50730240
38972,5.06920960,-75.50730240
38970,5.06920960,-75.50730240
38985,5.06920960,-75.50730240
38971,5.06920960,-75.50730240
39000,5.06920960,-75.50730240
39048,5.06593280,-75.51057920
38974,5.06920960,-75.50730240
38980,5.06920960,-75.50730240
38984,5.06920960,-75.50730240
38983,5.06920960,-75.50730240
38986,5.06920960,-75.50730240
38987,5.06920960,-75.50730240
38988,5.06920960,-75.50730240
39002,5.06920960,-75.50730240
38990,5.06920960,-75.50730240
38991,5.06920960,-75.50730240
38992,5.06920960,-75.50730240
38993,5.06920960,-75.50730240
38994,5.06920960,-75.50730240
38995,5.06920960,-75.50730240
38997,5.06920960,-75.50730240
38999,5.06920960,-75.50730240
39001,5.06920960,-75.51057920
39004,5.06920960,-75.50730240
39005,5.06920960,-75.50730240
39007,5.06920960,-75.50730240
39009,5.06920960,-75.50730240
39026,5.06920960,-75.50730240
39049,5.06920960,-75.50730240
39012,5.06920960,-75.50730240
39014,5.06920960,-75.50730240
39013,5.06920960,-75.50730240
39015,5.06920960,-75.50730240
39016,5.06920960,-75.50730240
39017,5.06920960,-75.50730240
39018,5.06920960,-75.50730240
39019,5.06920960,-75.50730240
39027,5.06920960,-75.50730240
39020,5.06920960,-75.50730240
39021,5.06920960,-75.50730240
39022,5.06920960,-75.50730240
39029,5.06920960,-75.51057920
39023,5.06920960,-75.50730240
39024,5.06920960,-75.50730240
39025,5.06920960,-75.51057920
39028,5.06920960,-75.50730240
39030,5.06920960,-75.50730240
39031,5.06920960,-75.50730240
39032,5.06920960,-75.50730240
39033,5.06920960,-75.50730240
39034,5.06920960,-75.50730240
39035,5.06920960,-75.50730240
39039,5.06920960,-75.50730240
39036,5.06920960,-75.50730240
39037,5.06920960,-75.50730240
39038,5.06920960,-75.50730240
39040,5.06920960,-75.50730240
39041,5.06920960,-75.51057920
39043,5.06593280,-75.51057920
39044,5.06593280,-75.51057920
39045,5.06920960,-75.51057920
39047,5.06593280,-75.51057920
39046,5.06593280,-75.51057920
39051,5.06920960,-75.51057920
39050,5.06920960,-75.51057920
39052,5.06920960,-75.51057920
39054,5.06920960,-75.51057920
39053,5.06920960,-75.51057920
39056,5.06920960,-75.51057920
39055,5.06920960,-75.51057920
39057,5.06920960,-75.51057920
39058,5.06920960,-75.51057920
39059,5.06920960,-75.51057920
39060,5.06920960,-75.51057920
39062,5.06920960,-75.51057920
39061,5.06920960,-75.51057920
39063,5.06920960,-75.51057920
39064,5.06920960,-75.51057920
39072,5.06920960,-75.51057920
39065,5.06920960,-75.51057920
39066,5.06920960,-75.51057920
39068,5.06920960,-75.51057920
39067,5.06920960,-75.51057920
39069,5.06920960,-75.51057920
39070,5.06920960,-75.51057920
39071,5.06920960,-75.51057920
39073,5.06920960,-75.51057920
39074,5.06920960,-75.51057920
39075,5.06920960,-75.51057920
39076,5.06920960,-75.51057920
39077,5.06920960,-75.51057920
39078,5.06920960,-75.51057920
39079,5.06920960,-75.51057920
39080,5.06920960,-75.51057920
39082,5.06920960,-75.51057920
39083,5.06920960,-75.51057920
39084,5.06920960,-75.51057920
39085,5.06920960,-75.51057920
39086,5.06920960,-75.51057920
39087,5.06920960,-75.51057920
39088,5.06920960,-75.51057920
39096,5.06920960,-75.51057920
39089,5.06920960,-75.51057920
39090,5.06920960,-75.51057920
39091,5.06920960,-75.51057920
39092,5.06920960,-75.51057920
39094,5.06920960,-75.51057920
39093,5.06920960,-75.51057920
39095,5.06593280,-75.51057920
39097,5.06920960,-75.51057920
39098,5.07248640,-75.51385600
39100,5.06920960,-75.51057920
39099,5.06920960,-75.51057920
39101,5.06920960,-75.51057920
39102,5.06920960,-75.51057920
39103,5.06920960,-75.51057920
39104,5.07248640,-75.51385600
39108,5.07248640,-75.51385600
39106,5.07248640,-75.51385600
39120,5.07248640,-75.51385600
39107,5.07248640,-75.51385600
39109,5.07248640,-75.51385600
39111,5.07248640,-75.51385600
39110,5.07248640,-75.51385600
39113,5.07248640,-75.51385600
39115,5.07248640,-75.51385600
39116,5.07248640,-75.51385600
39117,5.07248640,-75.51385600
39118,5.07248640,-75.51385600
39119,5.07248640,-75.51385600
39121,5.07248640,-75.51385600
39122,5.07248640,-75.51385600
39123,5.07248640,-75.51385600
39126,5.07248640,-75.51385600
39124,5.07248640,-75.51385600
39125,5.07248640,-75.51385600
39127,5.07248640,-75.51385600
39129,5.05911910,-75.48938210
39130,5.05923990,-75.48947250
39132,5.07248640,-75.51385600
39133,5.07248640,-75.51385600
39134,5.07248640,-75.51385600
39139,5.07248640,-75.51385600
39135,5.07248640,-75.51385600
39142,5.07248640,-75.51385600
39140,5.07248640,-75.51385600
39144,5.05924240,-75.48948010
39141,5.07248640,-75.51385600
39143,5.07248640,-75.51385600
39145,5.04120170,-75.47315890
39146,5.07701700,-75.48856210
39147,5.05921590,-75.48947380
39151,5.06544110,-75.51224810
39148,5.06570520,-75.51985840
39156,5.05923090,-75.48946380
39153,5.06593280,-75.51385600
39155,5.05945850,-75.48200790
39154,5.05931560,-75.48178420
39157,5.08251690,-75.48834770
39158,5.08269730,-75.48936920
39159,5.08275310,-75.48964860
39160,5.07264470,-75.48689940
39161,5.07264470,-75.48689940
39164,5.06801880,-75.52680470
39165,5.06803280,-75.52676800
39166,5.05918830,-75.48943600
39171,5.06781050,-75.52675820
39167,5.06773880,-75.52673090
39169,5.05918830,-75.48943600
39170,5.06759500,-75.52670110
39173,5.06034090,-75.48834840
39175,5.06775960,-75.52672570
39178,5.08218480,-75.48930710
39180,5.08218480,-75.48930710
39235,5.05923930,-75.48950740
39186,5.07277510,-75.48685520
39187,5.05917200,-75.48950720
39188,5.07264300,-75.48699750
39189,5.06452550,-75.50531640
39190,5.07264300,-75.48699750
39193,5.06456160,-75.50528740
39194,5.06454870,-75.50532730
39195,5.05925340,-75.48946620
39196,5.06454450,-75.50530090
39199,5.05925340,-75.48946620
39197,5.05925340,-75.48946620
39198,5.06455560,-75.50528110
39202,5.07265500,-75.48689220
39203,5.05921530,-75.48945410
39204,5.07265500,-75.48689220
39206,5.05924150,-75.48945940
39207,5.05924420,-75.48948220
39209,5.05923790,-75.48944900
39210,5.04908910,-75.48884130
39211,5.05922560,-75.48947500
39212,5.05920960,-75.48946160
39213,5.05924150,-75.48945940
39214,5.05924770,-75.48946180
39218,5.05924770,-75.48946180
39215,5.05924770,-75.48946180
39216,5.05924150,-75.48945940
39217,5.05924770,-75.48946180
39233,5.05918810,-75.48944490
39220,5.05922560,-75.48947500
39221,5.05927240,-75.48946460
39227,5.05923420,-75.48947900
39222,5.05924470,-75.48947260
39225,5.05923720,-75.48946570
39223,5.05923720,-75.48946570
39224,5.05924410,-75.48947470
39226,5.05922660,-75.48946880
39229,5.05924410,-75.48947470
39228,5.05924060,-75.48948070
39234,5.05924060,-75.48948070
39232,5.05924060,-75.48948070
39240,5.05923010,-75.48947460
39236,5.07264390,-75.48700380
39245,5.08254030,-75.48831370
39239,5.06416610,-75.50338520
39243,5.06438270,-75.50304330
39241,5.06431700,-75.50323910
39242,5.06423950,-75.50339860
39244,5.06424820,-75.50340630
39246,5.08244280,-75.48832020
39247,5.05923220,-75.48947540
39248,5.08248250,-75.48830940
39249,5.07259880,-75.48697110
39250,5.05924200,-75.48944580
39254,5.05924070,-75.48946280
39262,5.05405690,-75.49883250
39252,5.05923340,-75.48948480
39253,5.08248720,-75.48849740
39258,5.05400900,-75.49869300
39256,5.05924070,-75.48946280
39259,5.05403930,-75.49874780
39260,5.05917200,-75.48950720
39286,5.05924490,-75.48946660
39265,5.05916550,-75.48944190
39270,5.07260180,-75.48688220
39266,5.05916550,-75.48944190
39268,5.05916550,-75.48944190
39273,5.07260180,-75.48688220
39276,5.05924890,-75.48948370
39297,5.07263960,-75.48698090
39277,5.07263420,-75.48697910
39279,5.05924370,-75.48946110
39280,5.05534560,-75.48486410
39283,5.05923670,-75.48947300
39281,5.06092820,-75.48120370
39282,5.05510100,-75.48493240
39287,5.05910410,-75.48940750
39288,5.05924490,-75.48946660
39289,5.06966490,-75.51304060
39291,5.07259300,-75.48697490
39292,5.05158760,-75.48011500
39296,5.06971200,-75.51302460
39294,5.08254080,-75.48836850
39295,5.06922120,-75.51274960
39300,5.04659070,-75.48397530
39301,5.05916410,-75.48945270
39366,5.05916410,-75.48945270
39302,5.04633160,-75.48385780
39304,5.08254080,-75.48836850
39305,5.08254080,-75.48836850
39308,5.05743520,-75.48505690
39306,5.07260090,-75.48696370
39309,5.05920910,-75.48945370
39310,5.05922710,-75.48946190
39362,5.06656520,-75.52437780
39363,5.05924130,-75.48948330
39364,5.06664650,-75.52438460
39365,5.06675940,-75.52411790
39367,5.05924130,-75.48948330
39359,5.07351840,-75.50000150
39356,5.04495940,-75.50436470
39355,5.04637020,-75.48185640
39354,5.04954880,-75.48108800
39353,5.04635810,-75.48186340
39361,5.05916810,-75.48943450
39352,5.05917190,-75.48945630
39350,5.05924130,-75.48948330
39334,5.04444620,-75.50873260
39335,5.04954880,-75.48108800
39336,5.05920950,-75.48946470
39337,5.05920950,-75.48946470
39348,5.05920170,-75.48943940
39338,5.04954880,-75.48108800
39351,5.04954880,-75.48108800
39339,5.05920950,-75.48946470
39340,5.05917190,-75.48945630
39388,5.06219330,-75.49511500
39341,5.05917190,-75.48945630
39342,5.05917190,-75.48945630
39343,5.05917190,-75.48945630
39344,5.05920950,-75.48946470
39345,5.05921180,-75.48945950
39346,5.05921180,-75.48945950
39391,5.06545160,-75.51222190
39347,5.05921180,-75.48945950
39389,5.05920170,-75.48943940
39373,5.05922760,-75.48946570
39374,5.05921410,-75.48946700
39375,5.05921410,-75.48946700
39376,5.05917300,-75.48945750
39377,5.05921410,-75.48946700
39378,5.05917300,-75.48945750
39379,5.04640710,-75.48179170
39381,5.07260240,-75.48696980
39384,5.05916410,-75.48945270
39383,5.06544460,-75.51222580
39385,5.05910070,-75.48940270
39386,5.05920800,-75.48945440
39387,5.06544320,-75.51224500
39392,5.06627050,-75.51887110
39390,5.06545960,-75.51219320
39394,5.06627050,-75.51887110
39397,5.07259730,-75.48696950
39398,5.07259730,-75.48696950
39400,5.07264750,-75.48686420
39403,5.07264750,-75.48686420
39406,5.07263850,-75.48684580
39408,5.05921360,-75.48947100
39410,5.04871080,-75.48077620
39411,5.05920800,-75.48945440
39414,5.04860300,-75.48071860
39427,5.05895480,-75.48936610
39413,5.04855050,-75.48067620
39415,5.05920800,-75.48945440
39417,5.05922840,-75.48947870
39419,5.07258620,-75.48694210
39420,5.07262720,-75.48685730
39422,5.07258620,-75.48694210
39423,5.07261080,-75.48690460
39424,5.07260790,-75.48684500
39425,5.05909980,-75.48941260
39436,5.05922160,-75.48946920
39429,5.05923380,-75.48948140
39430,5.05922700,-75.48947110
39431,5.05923650,-75.48948200
39432,5.05911300,-75.48940540
39437,5.05401780,-75.49861190
39433,5.05910410,-75.48938690
39434,5.05923240,-75.48948210
39435,5.05923220,-75.48948370
39439,5.07267030,-75.48685250
39441,5.07267030,-75.48685250
