id,latitude,longitude
39444,5.07258480,-75.48695060
39453,5.07258480,-75.48695060
39452,5.07258480,-75.48695060
39456,5.05399060,-75.49866260
39457,5.05923810,-75.48948070
39458,5.05405410,-75.49864010
39459,5.07260740,-75.48688450
39461,5.05920020,-75.48945100
39462,5.05910670,-75.48942170
39463,5.05918760,-75.48945640
39464,5.05907180,-75.48939210
39466,5.07260740,-75.48688450
39467,5.05922580,-75.48947520
39470,5.07260740,-75.48688450
39472,5.06800310,-75.52729380
39473,5.07264150,-75.48682190
39474,5.07261610,-75.48698190
39477,5.07261610,-75.48698190
39478,5.05922320,-75.48947210
39479,5.06794610,-75.52724730
39480,5.06802170,-75.52725760
39484,5.06791390,-75.52722530
39485,5.05923880,-75.48947030
39488,5.05921660,-75.48946890
39486,5.06803770,-75.52725500
39487,5.06798250,-75.52726780
39489,5.06670670,-75.52446500
39490,5.06663340,-75.52446870
39491,5.07258880,-75.48694610
39493,5.07264240,-75.48698250
39517,5.05395100,-75.49872100
39496,5.07264240,-75.48698250
39497,5.07264240,-75.48698250
39498,5.07264240,-75.48698250
39499,5.07264240,-75.48698250
39503,5.07264240,-75.48698250
39504,5.05397780,-75.49874570
39505,5.05401010,-75.49874740
39507,5.05397400,-75.49872430
39508,5.05922110,-75.48946190
39509,5.05397020,-75.49872200
39512,5.05397020,-75.49872200
39514,5.05397020,-75.49872200
39518,5.05397020,-75.49872200
40309,5.05920370,-75.48941840
39776,5.07226370,-75.51987020
39779,5.05922060,-75.48945360
39796,5.05922370,-75.48946290
39855,5.05922220,-75.48945210
39931,5.05922270,-75.48947120
39932,5.05922480,-75.48945870
40006,5.05923130,-75.48943210
40012,5.05924960,-75.48945190
40019,5.05924730,-75.48945090
40095,5.05922580,-75.48944340
40196,5.05924180,-75.48944940
40200,5.05920250,-75.48944690
40210,5.05920250,-75.48944690
40213,5.05924410,-75.48944750
40220,5.05921430,-75.48943230
40224,5.05921430,-75.48943230
40229,5.05921430,-75.48943230
40230,5.05919600,-75.48945180
40251,5.05924740,-75.48945730
40324,5.05924130,-75.48944510
40350,5.05917020,-75.48943700
40353,5.05922040,-75.48944990
40356,5.05922320,-75.48943950
40355,5.05922320,-75.48943950
40357,5.05922760,-75.48945050
40412,5.05922350,-75.48946190
40537,5.05922000,-75.48946140
40538,5.05918940,-75.48943920
40539,5.05918940,-75.48943920
40540,5.05919740,-75.48943630
40541,5.05920830,-75.48944860
40542,5.05922570,-75.48946840
40543,5.05922570,-75.48946840
40544,5.05922570,-75.48946840
40545,5.05922570,-75.48946840
40546,5.05922000,-75.48946140
40547,5.05922000,-75.48946140
40549,5.07639351,-75.50121473
40550,5.07639351,-75.50121473
40551,5.07639351,-75.50121473
40552,5.07639351,-75.50121473
40553,5.07639351,-75.50121473
40577,5.05921690,-75.48948530
