latitude,longitude,cantidad_pedidos
5.069105524463007,-75.51094338365155,419
5.057909239316239,-75.49123446965812,234
5.072007081481481,-75.51740443796297,216
5.073877341095891,-75.48861257534247,73
5.047740588888889,-75.48143473333333,18
