id,latitude,longitude,barrio,localidad,ciudad
38726,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38727,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38728,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38729,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38730,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38731,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38739,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38732,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38734,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38736,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38737,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38738,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38740,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38741,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38742,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38743,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38808,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38782,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38745,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38747,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38748,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38749,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38750,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38752,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38751,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38753,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38754,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38755,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38763,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38758,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38803,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38761,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38760,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38762,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38765,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38766,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38770,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38769,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38771,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38773,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38796,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38774,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38775,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38776,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38777,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38779,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38778,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38780,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38783,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38784,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38785,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38786,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38787,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38805,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38788,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38789,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38790,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38797,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38791,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38795,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38792,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38793,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38794,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38798,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38818,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38799,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38800,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38801,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38802,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38804,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38806,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38809,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38811,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38810,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38815,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38812,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38813,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38814,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38816,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38817,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38819,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38821,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38822,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38823,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38824,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38825,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38826,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38827,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38834,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38828,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38829,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38830,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38835,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38831,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38832,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38836,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38837,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38838,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38839,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38840,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38841,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38843,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38844,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38845,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38846,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38847,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38848,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38849,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38850,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38851,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38853,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38854,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38855,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38856,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38857,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38859,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38861,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38860,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38862,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38863,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38865,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38864,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38872,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38866,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38867,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38869,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38868,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38895,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38870,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38871,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38873,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38874,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38875,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38876,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38877,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38878,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38898,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38894,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38879,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38880,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38886,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38881,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38882,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38883,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38884,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38885,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38888,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38889,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38890,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38891,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38893,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38896,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38897,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38899,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38900,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38901,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38902,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38904,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38903,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38905,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38906,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38907,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38908,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38909,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38910,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38911,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38912,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38914,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
38913,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38916,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38915,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38917,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38919,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38920,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38922,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38930,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38961,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38923,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38925,5.0724864,-75.513856,San José,Comuna San José,Perímetro Urbano Manizales
38927,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38928,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38929,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38931,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38932,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38935,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38946,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38940,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38936,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38937,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38938,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38941,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38943,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38944,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38945,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38947,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38948,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38952,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38949,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38950,5.0592096,-75.4894616,La Estrella,Comuna Palogrande,Perímetro Urbano Manizales
38957,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38953,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38955,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38956,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38959,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38958,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38960,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38965,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38962,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38963,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38964,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38981,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38966,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38972,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38970,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38985,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38971,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39000,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39048,5.0659328,-75.5105792,Fundadores,Comuna Cumanday,Perímetro Urbano Manizales
38974,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38980,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38984,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38983,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38986,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38987,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38988,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39002,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38990,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38991,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38992,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38993,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38994,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38995,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38997,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
38999,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39001,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39004,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39005,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39007,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39009,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39026,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39049,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39012,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39014,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39013,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39015,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39016,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39017,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39018,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39019,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39027,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39020,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39021,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39022,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39029,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39023,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39024,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39025,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39028,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39030,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39031,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39032,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39033,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39034,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39035,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39039,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39036,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39037,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39038,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39040,5.0692096,-75.5073024,Santa Helena,Comuna La Estación,Perímetro Urbano Manizales
39041,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39043,5.0659328,-75.5105792,Fundadores,Comuna Cumanday,Perímetro Urbano Manizales
39044,5.0659328,-75.5105792,Fundadores,Comuna Cumanday,Perímetro Urbano Manizales
39045,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39047,5.0659328,-75.5105792,Fundadores,Comuna Cumanday,Perímetro Urbano Manizales
39046,5.0659328,-75.5105792,Fundadores,Comuna Cumanday,Perímetro Urbano Manizales
39051,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39050,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39052,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39054,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39053,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39056,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39055,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39057,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39058,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39059,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39060,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39062,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39061,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39063,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39064,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39072,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39065,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39066,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39068,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39067,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39069,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39070,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39071,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39073,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39074,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39075,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39076,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39077,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39078,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39079,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
39080,5.0692096,-75.5105792,Delicias,Comuna Cumanday,Perímetro Urbano Manizales
