id,latitude,longitude,barrio,localidad,ciudad
38599,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38600,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38601,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38602,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
39369,5.0592276,-75.4894657,La Estrella,Comuna Palogrande,Perímetro Urbano Manizales
38605,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38607,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38608,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38609,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38610,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38612,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38613,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38616,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38615,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38617,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38618,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38619,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38620,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38621,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38623,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38624,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38625,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38628,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38627,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38629,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38633,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38634,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38635,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38833,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38636,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38637,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38639,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38641,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38640,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38642,5.0724864,-75.5171328,Colón,Comuna San José,Perímetro Urbano Manizales
38643,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38644,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38645,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38647,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38646,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38648,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38649,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38650,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38651,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38654,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38652,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38653,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38655,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38656,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38657,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38658,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38659,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38660,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38661,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38662,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38663,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38664,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38665,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38666,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38671,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38668,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38669,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38670,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38672,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38673,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38674,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38675,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38677,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38678,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38679,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38680,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38681,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38682,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38683,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38684,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38685,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38688,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38687,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38689,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38690,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38691,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38692,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38693,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38694,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38696,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38695,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38697,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38701,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38698,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38699,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38700,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38704,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38702,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38703,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38705,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38706,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38707,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38708,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38709,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38711,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38712,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38714,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38744,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38719,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38713,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38715,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38716,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38717,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38718,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38720,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38721,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38733,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38723,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38724,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
38725,5.0692096,-75.513856,Los Agustinos,Comuna Cumanday,Perímetro Urbano Manizales
